"entity_name","entity_id","pitch_hand","active_spin_fourseam","active_spin_sinker","active_spin_cutter","active_spin_changeup","active_spin_splitter","active_spin_curve","active_spin_slider","active_spin_sweeper","active_spin_slurve"
"De León, Luis",801725,"L",,"94",,,"68.9",,"18.7",,
"Krook, Matt",640454,"L",,"84.5",,,,,,"46.4",
"Fluharty, Mason",689254,"L",,,"47.6","61.8",,,,"52.2",
"Dallas, Chad",689149,"R",,,"61.9",,,"74.3",,"52.2",
"Matz, Steven",571927,"L",,"99.5",,"83.7",,"80","43.7",,
"Uribe, Abner",682842,"R",,"71.4",,,,,"35.2",,
"Rogers, Tyler",643511,"R",,"72.8",,,,,"64.2",,
"Johnson, Ryan",696270,"R",,"80.5","48.1",,"72",,,"39.8",
"Topa, Justin",623437,"R",,"88.7","53.2","84",,,,"49.4",
"Finnegan, Kyle",640448,"R","99.7",,,,"94.8",,"24.2",,
"Parker, Mitchell",680730,"L","99.6",,,,,"62.7","34.3",,
"Mahle, Tyler",641816,"R","99.6","99","59.6",,"91.1",,"28.3",,
"Dreyer, Jack",676263,"L","99.6",,,,,"93.2","20.6",,
"Paddack, Chris",663978,"R","99.6","97","48.7","97.9",,"94.2",,"64.3",
"Springs, Jeffrey",605488,"L","99.6",,"62.1","95.8",,,"33.2","48.6",
"Petersen, Michael",656848,"R","99.5",,,"95.6",,,"19.7",,
"Curvelo, Luis",681168,"R","99.5","99.5",,,"86.3",,"16.3",,
"Chivilli, Angel",683409,"R","99.5",,,"92.3",,,"29.6",,
"Myers, Tobias",668964,"R","99.5",,"74.6",,"74.3",,"41.6","52",
"Stanek, Ryne",592773,"R","99.4","93.7",,,"93",,"21.9",,
"Black, Mason",696131,"R","99.4","97.5","59.7","97.8",,"53.8","17.1","40.5",
"Lee, Dylan",669276,"L","99.4",,,"98.9",,,"18.7",,
"Heuer, Codi",676051,"R","99.4",,,"97.6",,,"31.5",,
"Duran, Jhoan",661395,"R","99.4",,,"80.4","88.5","37.5",,"36.6",
"Richards, Trevor",670950,"R","99.4",,,"59.1",,,"28.4",,
"Olds, Wyatt",681544,"R","99.3",,"36.1",,,,"62.6",,
"Hurt, Kyle",669165,"R","99.3",,,"97.4",,,"10.6",,
"Pushard, Matt",690155,"R","99.3",,,,,"52.2","40.7","43.7",
"Morgan, Eli",669212,"R","99.3",,,"86.7",,,"24.9",,
"Rajcic, Max",691008,"R","99.3","96.8",,"99.2",,"85.1",,"38.5",
"Klassen, George",691946,"R","99.3","99.6",,"99.2",,"56.6","14.3",,
"Urquidy, José",664353,"R","99.2","98",,"97.8",,"74.8",,"38.7",
"Blubaugh, AJ",805123,"R","99.2",,"44","77.4",,"77.2",,"43.8",
"Laweryson, Cody",689520,"R","99.2",,"22.4","85.4",,,,,
"Ragans, Cole",666142,"L","99.2",,"41","99",,"92.9","18.5",,
"Giolito, Lucas",608337,"R","99.2",,,"99.3",,"86.1","34.2",,
"Rodriguez, Grayson",680570,"R","99.1",,,"86.9",,"64.4","31",,
"Latz, Jacob",656641,"L","99",,,"98.5",,"71.7","31.2",,
"Mize, Casey",663554,"R","99","98.5",,,"94.3",,"35.5",,"60.1"
"Perales, Luis",691384,"R","99",,"62",,"79.6",,"34",,
"Falter, Bailey",663559,"L","98.9",,,,"87.7","44","45.9",,
"Imanaga, Shota",684007,"L","98.9","89",,,"93.2","82.9","41","46.5",
"Fernandez, Ryan",681676,"R","98.9",,"67.2","89.7",,,"24.6",,
"Vanasco, Ricky",676568,"R","98.9",,,"95.6",,"76.6",,,
"Harris, Hogan",663687,"L","98.9",,"70.6","99.2",,"95.2","37.5",,
"Bednar, David",670280,"R","98.9",,,,"69.4","58.7",,,
"Strider, Spencer",675911,"R","98.8",,,"86.5",,"52.8","34.8",,
"De los Santos, Yerry",660787,"R","98.8","97.5",,"92.3",,,"22.7",,
"Yoho, Craig",684974,"R","98.8","97.3","55.4","87.1",,,,,
"Orze, Eric",679358,"R","98.8",,,,"74.6","65.3","41.9",,
"Wacha, Michael",608379,"R","98.8","97.6","68.1","79",,"83.2","26.6",,
"Rainey, Tanner",663432,"R","98.8",,,,,"47.7","20.6",,
"Garcia, Rico",670329,"R","98.8",,,"97.8",,"35.9","34.6",,
"Cornelio, Riley",683000,"R","98.7",,"56.4",,,,"9.3",,
"Petty, Chase",695534,"R","98.7","99.5",,"89.8",,,"19.9","37.9",
"Gonzales, Marco",594835,"L","98.7",,"60.6","97",,,,,"48.6"
"Blanco, Ronel",669854,"R","98.6",,,"95.9",,"42.8","38.4",,
"Pallette, Peyton",688883,"R","98.6",,,,,"89.3","33.6",,
"Gordon, Colton",676467,"L","98.6","98.8",,"94.2",,,"31.7","37.4",
"Nelson, Ryne",669194,"R","98.6","97.2","78.9",,,"58.4","33.6",,
"Tong, Jonah",804636,"R","98.5",,"72.4","99",,"67.3",,,
"Detmers, Reid",672282,"L","98.5","97.1",,"96",,"90.7","39.7",,
"Marinaccio, Ron",676760,"R","98.5",,"38.5","95.7",,,,"45.4",
"Davila, Nick",689546,"R","98.5","94.1",,,,,"41.4",,
"Farris, Mitch",815083,"L","98.5",,"63.8","99.2",,,"31.8",,
"Yarbrough, Ryan",642232,"L","98.5","97.2","66.6","93.9",,,,"66.6",
"Henderson, Logan",701656,"R","98.5",,"63.3","94.1",,,,"51.1",
"Yesavage, Trey",702056,"R","98.5",,,,"87.6",,"45.5",,
"Mattson, Isaac",676755,"R","98.4",,,"95.1",,,"29","34.2",
"Estrada, Jeremiah",669093,"R","98.4",,,,"99.3",,"38.9",,
"Beck, Tristan",663941,"R","98.4",,,,,"82.8","28.8","60.1",
"Smith-Shawver, AJ",700363,"R","98.4","98.7","51",,"86.7","84.1","25.1",,
"Hoffman, Jeff",656546,"R","98.4","98.9",,,"92.2",,"16.9",,
"Estrada, Lazaro",681751,"R","98.4",,"48.7",,"95.4","80.1","24.8",,
"Cruz, Yovanny",672442,"R","98.4","97.2",,,"46.4",,"15.6",,
"Mears, Nick",683232,"R","98.4","93.7",,"91.4",,"82.5","32.6",,
"Díaz, Yilber",700270,"R","98.3",,,,,,"21.1",,
"Gray, Peyton",682608,"R","98.3",,,"94.4",,,"33.3",,
"Erceg, Lucas",668674,"R","98.3","98.7","55.3","95.4",,,"31.2",,
"Cantillo, Joey",676282,"L","98.2",,"36.9","99.2",,"95.6","52.1",,
"Barco, Hunter",682995,"L","98.1","97.7",,"98","96.2",,"40.5","55.2",
"Sears, JP",676664,"L","98.1","99.1",,"98.7",,,"34.4","37.9",
"Márquez, Germán",608566,"R","98.1","96.6",,"92.7",,"14.7","25",,
"López, Reynaldo",625643,"R","98.1",,,"95.7",,"68.1","33.7",,
"Baumler, Carter",691945,"R","98.1",,,,,"71.1","43.4",,
"Kerkering, Orion",689147,"R","98.1","95.5",,,"92.1",,,"50",
"Lodolo, Nick",666157,"L","98","98.4",,"97.2",,"42.5",,,
"Morris, Andrew",702193,"R","98","97.2","59","99.1",,"83.7",,"54",
"Vesia, Alex",681911,"L","97.9",,,"99.1",,,"44.8",,
"Natera Jr., Samy",696519,"L","97.9",,,,,,"50.4",,
"Bidois, Brandan",684049,"R","97.9",,,"91.1",,,"37.2",,
"Varland, Gus",681402,"R","97.9",,,"92",,,"15.6",,
"Frasso, Nick",693308,"R","97.8",,"47.3","83.2",,,"59.8",,
"Sheehan, Emmet",686218,"R","97.8",,,"98.5",,"80.6","24.1",,
"Harrison, Kyle",690986,"L","97.8","98.5",,"86.2",,,,,"44"
"Williamson, Brandon",682227,"L","97.8","99.4","52.5","99.4",,"77.4",,"46.8",
"Karinchak, James",675916,"R","97.8",,,,,"43.5",,,
"Strahm, Matt",621381,"L","97.8","97.4","52.8","81.4",,,"21.9",,
"Gausman, Kevin",592332,"R","97.7",,,"88.3","81.9",,"18.5","34.5",
"Gordon, Tanner",685299,"R","97.7","99.8","77.8","97.6",,"24.9","48.7",,
"Peralta, Wandy",593974,"L","97.7","96.3",,"86.8",,,"34.3",,
"Montgomery, Mason",682254,"L","97.6","94.9",,"82.6",,"45","20.5",,
"Drake, Kohl",684442,"L","97.6",,"51.7","97.2",,"65.6","21.4",,
"Gose, Anthony",543238,"L","97.6",,,"95.6",,,"25.5",,
"Klein, Will",694361,"R","97.5",,,,,"82.6","30.4","47.3",
"Rodón, Carlos",607074,"L","97.5","83.1",,"76",,"70.7","18.4",,
"Murphy, Luke",684665,"R","97.5",,"42.1","92.5",,,"32.7",,
"Quantrill, Cal",615698,"R","97.5","97.2","40",,"90.3","55","21.1",,
"Banda, Anthony",607455,"L","97.4","94.9",,"97.4",,,"29.3",,
"Sinclair, Jack",695378,"R","97.4","97.4",,,,,"32.7","41.5",
"Sears, Andrew",808825,"L","97.4","89.3",,"78.7",,,"40.8",,
"Wilkinson, Matt",683363,"L","97.3",,"33.6","99",,,"48.5",,
"Fuentes, Didier",800311,"R","97.2",,,,"98.9",,"40.6",,
"Sulser, Cole",642121,"R","97.2",,"49.8","78.6",,,,"37.8",
"Molina, Anthony",683627,"R","97.1",,,"90",,"29.6","56.3",,"26.4"
"Martinez, Justin",679885,"R","97.1","94.9",,,"96",,,,
"Jameson, Drey",686753,"R","97.1","96",,"92.3",,,"15.1","38.6",
"Seabold, Connor",657756,"R","97.1",,"34","84.9",,,"32.2",,
"Skenes, Paul",694973,"R","97.1","96.1",,"97.3","90.5","73.1","25.1","36.1",
"Hernández, Elieser",622694,"R","97",,,"95.8",,,,"45.9",
"Pérez, Eury",691587,"R","97","97.8",,"98.2",,"55.6","35.4","39.2",
"Fitzpatrick, Brian",702153,"L","97","94.9",,"91.4",,,"34.6","64",
"Sasaki, Roki",808963,"R","97",,,,"83.4",,"27.3",,
"Booser, Cam",592155,"L","97",,"25.8",,,,,"53",
"Davis, Tyler",699823,"R","97",,,,"96.2",,"35.1",,
"Bieber, Shane",669456,"R","96.9","95.8","40.9","86.7",,"77.2","13.2",,
"Alvarado, José",621237,"L","96.9","95.9","30.1",,,"31.3",,,
"Ryan, Joe",657746,"R","96.9","95.9",,,"87.9","74.4","24.4","60",
"Curtis, Khristian",694753,"R","96.9",,"50.9","92.8",,"83.3","35.5",,
"Imai, Tatsuya",837227,"R","96.9","96.2",,"69.8","97.8",,"20",,
"Rangel, Alan",660604,"R","96.8",,,"92.1",,"99.1","46",,
"Pérez, Martín",527048,"L","96.8","96.2","52.8","99.5",,"36.4",,,
"Shook, TJ",669298,"R","96.8",,"57.2","93.9",,,,"40.7",
"Baz, Shane",669358,"R","96.8","95","45.7","98.7",,"61.8",,,
"Bradley, Taj",671737,"R","96.8",,"38.3",,"80.2","75.8",,,
"Franco, Jose",683742,"R","96.8",,,"97.8",,,"18",,
"Walker, Taijuan",592836,"R","96.7","96.1","55",,"82.4","66.2","28.6",,
"Cole, Gerrit",543037,"R","96.7","94.5",,"99.5",,"83.7","27.4",,
"Greene, Hunter",668881,"R","96.7","96.7",,,"87.3",,"43.2",,
"Baker, Bryan",641329,"R","96.7",,,"90.4",,,"41.6",,
"Sabrowski, Erik",681870,"L","96.6",,,,,"67.8","20.4",,
"Dotel, Wilber",696062,"R","96.6","94.6","54.3","99.6","96.3",,"32.4",,
"Leiter Jr., Mark",643410,"R","96.6","92.3","57.9",,"81.8","96.1",,,
"Alvarado, Elvis",665660,"R","96.6","96.2",,,"83.4",,"13.6",,
"Curry, Xzavion",675540,"R","96.5","86.2",,,"88.1","75.3","45.9",,
"Way, Beck",694360,"R","96.5","95.8","23.1","89.1",,,,"36.7",
"Chandler, Bubba",696149,"R","96.5","96.8",,"95.7",,"28.7","33.6","39.7",
"Lord, Brad",695418,"R","96.5","97",,"98.3",,,"20.2","36.3",
"Halvorsen, Seth",678020,"R","96.4","89.9",,,"92",,"41",,
"Ralston, Jack",667652,"R","96.4",,,,"97.3",,"17.9",,
"Maxwell, Zach",687209,"R","96.4",,"51.7",,,,,"38.3",
"Eovaldi, Nathan",543135,"R","96.4","94.5","61.1",,"85.9","82.7","45.6",,
"Pagán, Emilio",641941,"R","96.4",,"27.4",,"91.1",,,,
"Marte, Yunior",805074,"R","96.3",,,,"75.2",,"16.1",,
"Waguespack, Jacob",621097,"R","96.3",,"51.4","82.9",,"74.2",,,
"Gibson, Trey",694346,"R","96.3","90","51.5",,,"82.8","52.8","55.6",
"Perdomo, Cesar",702885,"L","96.3",,,"95.1",,,"15.1",,
"Nicolas, Kyle",693312,"R","96.2",,,,,"65.9","30.7",,
"Blalock, Bradley",687134,"R","96.2","95.2",,,"91","69.8","29.3","48.2",
"Brogdon, Connor",641401,"R","96.2",,"53.4","95.3",,,,,
"Snell, Blake",605483,"L","96.1",,,"96.7",,"66.1","52.3",,
"McClanahan, Shane",663556,"L","96.1",,,"97.2",,"57.1","20.2",,
"De Jesus, Enmanuel",646241,"L","96.1","94.8","20.4","88.9",,,"50.7",,
"Ahlstrom, Robby",695239,"L","96.1","93.5",,"83.6",,"44.9","27",,
"Leasure, Jordan",673929,"R","96.1","93.9",,,,,"35.4",,
"Roa, Christian",685005,"R","96.1","92.3",,"89.5",,,"31.8",,
"Kremer, Dean",665152,"R","96.1","93","48.4",,"87.2","73.3","27.1",,
"Poulin, PJ",676571,"L","96.1","93.1",,"99.1",,,,"23.7",
"Johnson, Seth",686751,"R","96.1","90.6",,,,"55.4","31","42.6",
"Lavender, Nate",681320,"L","96.1",,,"98.8",,,"52.8","53.6",
"Kempner, William",687531,"R","96","95.4","29.4",,,,,"52.8",
"Cabrera, Edward",665795,"R","96","93.1",,"94.9",,"60.7","25",,
"Hicks, Jordan",663855,"R","96","93.4",,,"97.3",,,"34.4",
"Hill, Tim",657612,"L","95.9","92.6",,,,,"37.2",,
"Headrick, Brent",687396,"L","95.9","92",,,"96.1",,"31.4",,
"Anderson, Kade",807739,"L","95.8",,,"99.1",,"79.2","29.5",,
"Pivetta, Nick",601713,"R","95.8",,"76.1",,,"77.8",,"42.1",
"Legumina, Casey",668984,"R","95.8","95.8",,"88.4",,,"33.6","48",
"McDermott, Chayce",694646,"R","95.8",,"41.5",,,,"46.3",,
"Cruz, Steven",674444,"R","95.7",,"60.8",,,,"46",,
"Young, Brandon",687064,"R","95.7","94.1",,,"65.7","92.5","23.8",,
"Whisenhunt, Carson",687931,"L","95.7","90.8",,"99.3",,,"17.8",,"55.4"
"Juenger, Hayden",696522,"R","95.7",,"61.8","95.4",,,"41.6",,
"Manaea, Sean",640455,"L","95.7","95.9","35.9","90.4",,,,"52.2",
"Woods Richardson, Simeon",680573,"R","95.7",,,,"90.7","84.4","51.6",,
"Law, Derek",571882,"R","95.6",,"56.2","99.4",,,"28",,
"Hjerpe, Cooper",687309,"L","95.6",,"50.8","93.9",,,,"72.8",
"Ray, Robbie",592662,"L","95.6","96",,"93.8",,"58.7","35.2",,
"Wilcox, Cole",677961,"R","95.6","95.3",,"95",,,"19.1","53",
"Sandoval, Patrick",663776,"L","95.6","92.8",,"98.9",,"71.4","41.1","50.9",
"Shugart, Chase",663767,"R","95.6","94.1","44","93",,,,"56.2",
"Devenski, Chris",606965,"R","95.5",,,"81.3",,,,"51.3",
"Williams, Devin",642207,"R","95.5",,,"93.3",,,,,
"Sullivan, Sean",807743,"L","95.5","93.9","33.5","96.7",,,,"69.6",
"Foster, Cameron",671382,"R","95.5",,"47.6",,,,"37.2",,
"Martin, Chris",455119,"R","95.4","85.8","57",,"82.6","44.7",,"60.5",
"Jump, Gage",695611,"L","95.4","94",,"93.7",,"71.7","31.3","40",
"Hiraldo, Yaramil",682274,"R","95.4",,,,"65.4",,"26.8",,
"Gaddis, Hunter",683769,"R","95.3",,,"99.2",,,"49.8",,
"Romano, Jordan",605447,"R","95.3",,,,,,"38.5",,
"Akin, Keegan",669211,"L","95.2",,,"98.8",,,"32.2",,
"Morris, Kade",695034,"R","95.2","92.7",,"93",,"90.8","38.2","40.8",
"Weaver, Luke",596133,"R","95.1",,"58.2","79.2",,,,,
"Hagenman, Justin",663795,"R","95.1",,"42.6","93.1",,,"26.4",,
"Lambert, Peter",663567,"R","95.1","91","66.4","97.7",,,"26","50.2","84.1"
"May, Dustin",669160,"R","95","89.2","54.2","95.5",,"80.1",,"64",
"Liberatore, Matthew",669461,"L","95","92.3","56","94.1",,"84.6","24.5","38.4",
"Kerry, Brett",695049,"R","95",,,"98.9",,,"11.6",,
"Knack, Landon",689017,"R","95",,,"92.5",,"85","29.4",,
"Anderson, Jack",681252,"R","94.9",,,,"73.2","62.1","38","45.6",
"Brown, Hunter",686613,"R","94.9","88.1","48.1","91.1",,"84.7","36.8",,"50.5"
"Cerantola, Eric",672021,"R","94.9",,"61",,,,"17.4",,
"Kent, Jackson",800600,"L","94.9","85",,"99.6",,"78.9","23",,
"Littell, Zack",641793,"R","94.8","94.9",,,"79",,"62","46.7",
"Matsui, Yuki",673513,"L","94.8","88.3",,,"71.4",,"24.7","44.5",
"Megill, Trevor",656730,"R","94.8",,,,,"23.7",,,
"Alcantara, Sandy",645261,"R","94.7","94.5","35.2","87.7",,"40.2","23.8","30.1",
"Cecconi, Slade",677944,"R","94.7","95.6","43.2","83.2",,"82.5","36.4","40.9",
"Pearson, Nate",663878,"R","94.7","91.7",,"72.5",,"82.6","35.8",,
"Englert, Mason",669438,"R","94.7","90.2","26.5","65.5",,"85.2","34.6",,
"Aleman, Franco",680916,"R","94.6",,,"99",,,"15.1",,
"Thornton, Zac",804267,"L","94.6","92.8","43.4","98.6",,"68.8","28.1","41.9",
"Alexander, Jason",669920,"R","94.6","92.7","24","98.2",,,"39.5","62.6",
"Brown, Ben",676962,"R","94.5","94.4",,"74.5",,"33",,,
"Palencia, Daniel",694037,"R","94.5","95.1",,,"71.1",,"24.8",,
"Tolle, Payton",801139,"L","94.5","92.5","42.5","92",,"46",,,
"Murphy, Owen",702566,"R","94.4",,,"88.6",,"67.4","49.2",,
"Matthews, Zebby",805673,"R","94.4","95","51.6","97.3",,"73.3","23.6",,
"Civale, Aaron",650644,"R","94.4","92.4","54",,"90.5","74.9","43.9",,
"Nola, Aaron",605400,"R","94.4","91.4","43","99.2",,"85","26.6",,
"Kimbrel, Craig",518886,"R","94.4","95",,"93.1",,"65.7",,"54.1",
"Smith, Cade",671922,"R","94.3",,,,"81.7",,,"44",
"Thielbar, Caleb",573204,"L","94.3",,,,,"77.8","42.8","46.8",
"Joyce, Ben",690829,"R","94.3","90.9",,,,,"53.1",,
"Misiorowski, Jacob",694819,"R","94.3",,"47","99.3",,"72","38.4",,
"Lynch IV, Daniel",663738,"L","94.2","91.2",,"90.9",,"26.6","18.2",,
"Henriquez, Edgardo",683618,"R","94.1","94.8","50.9",,,"82.2","31.7",,
"Hoffmann, Andrew",694851,"R","94.1",,,"97.7",,,"36.9",,
"Burrows, Mike",681347,"R","94.1","95.5",,"95.9",,"78.6","47.2",,
"Sterner, Justin",686993,"R","94.1",,"39.4",,,,,"48.4",
"Scholtens, Jesse",669947,"R","94","85.5",,,"60.3",,"50.4","44.1",
"Beck, Brendan",694341,"R","94","91.5",,,"76.8","86.8","28.9",,
"Gonzalez, Domingo",682445,"R","94","91.8",,,,,"14.9",,
"Tolman, Erik",680899,"L","94",,,"93.3",,,"23",,
"Graceffo, Gordon",700669,"R","93.9","93.8","16.3","97",,"73.5","26.7",,
"Gilbert, Logan",669302,"R","93.9","74.9","57.7","87.6","58.7",,"29","71.4",
"Schultz, Paxton",687606,"R","93.8",,"61.3","54.9",,,"39.4",,
"Mlodzinski, Carmen",669387,"R","93.8","91.6","58.7",,"64","67","42.9","62.8",
"Canning, Griffin",656288,"R","93.8","91.5","42.9","89.8",,"46.1","25","35.2",
"Santana, Dennis",642701,"R","93.7","92.2","50.9","86.7",,,"16.7",,
"Varland, Louis",686973,"R","93.7","92.2",,"77.6",,"58.8","35.3",,
"Yates, Kirby",489446,"R","93.7",,,,"93.5",,,"61.3",
"Phillips, Evan",623465,"R","93.7","91.1","38.8",,,,,"58",
"Dollander, Chase",801403,"R","93.6","89.7",,"94.3",,"76.3","38.1","42",
"Williams, Gavin",668909,"R","93.6","98.3","56",,,"91.2",,"56.4",
"Boyd, Matthew",571510,"L","93.5","93.3",,"91.8",,"74.3","16.1",,
"Lopez, Jacob",682052,"L","93.5","94","47.9","94.8",,,"53.1",,
"Milner, Hoby",571948,"L","93.4","91.6",,"94.6",,,,"60.2",
"Enns, Dietrich",608650,"L","93.4",,"19.5","93.4",,"78.4",,"48.7",
"Tidwell, Blade",694918,"R","93.4","92.1",,"88",,"60","35.5","49.2",
"Rodríguez, Elmer",695684,"R","93.4","92.8",,"90.4",,"86.3",,"75.2",
"Lauer, Eric",641778,"L","93.3",,"48.6","95.5",,"65.4","27.7",,
"Leiter, Jack",683004,"R","93.3","93.8","62.6","74",,"69.5","23.5",,
"Lorenzen, Michael",547179,"R","93.3","90.2","47.7","96.8",,"56.6","13.6","29.7",
"Bradford, Cody",674003,"L","93.2","91.5",,"96.7",,"55.4","28.7",,
"Shuster, Jared",694363,"L","93.2","92.5","51.6","81.9",,,"15.2",,
"Sale, Chris",519242,"L","93.2","91.3",,"98.5",,,"65.7",,
"Fermin, José",820862,"R","93.1","92.9",,"93.5",,,"15.9",,
"Bowlan, Jonathan",680742,"R","93.1","92.9",,"68.2",,,"22.3","47.3",
"Hoffman, Nolan",676510,"R","93.1","93.5","42.2","97.8",,"76.9",,"52.7",
"Aldegheri, Sam",691951,"L","93",,"38.4","91.9",,"83.5","38.4",,
"Brazobán, Huascar",623211,"R","93","90.2","60.4","86.2",,,,,
"Johnson, Pierce",572955,"R","92.9",,,,,"36.9",,,
"Waldichuk, Ken",686610,"L","92.9",,"36.2",,,"48.1",,"23.8",
"Wells, Tyler",669330,"R","92.9",,"68.4","95.7",,"63.9","41.9",,
"Yamamoto, Yoshinobu",808967,"R","92.9","85.7","47",,"80.4","93.8","35.3",,
"Severino, Luis",622663,"R","92.8","91.8","67.7","99.3",,,"48.9","62.6",
"Agnos, Zach",688642,"R","92.8","87.9","58.9",,"83.9",,"48.9","56.5",
"Perkins, Jack",678022,"R","92.7","89.2","46.8","92.3",,,"45.6","38.7",
"De Los Santos, Enyel",660853,"R","92.6",,,"97.2",,,"35.3",,
"Gore, MacKenzie",669022,"L","92.6","95.2","53.9","93.8",,"70.6","20.4",,
"Díaz, Edwin",621242,"R","92.5",,,,,,"23.3",,
"Javier, Cristian",664299,"R","92.5","98.6","57.8","82.1",,"71.1",,"38.7",
"Woo, Bryan",693433,"R","92.5","87.6",,"85.5",,"48","16.4","43.9",
"Barnes, Charlie",656212,"L","92.5","89.4",,"99.2",,,"23.8","67.8",
"Bachman, Sam",696147,"R","92.4","93.4",,"81.5",,,"25.4",,
"Luzardo, Jesús",666200,"L","92.4","93.2",,"88.7",,,,"33.5",
"Dion, Will",702021,"L","92.2","86.7","49","88",,"55.8",,,
"Espino, Daniel",682982,"R","92.2",,,,,"94.4","36.9",,
"Burke, Brock",656271,"L","92.2","89.7",,"77.9",,,"35.5",,
"Kerr, Ray",678061,"L","92.1","90.6",,,,"47.1",,,
"Kelly, Antwone",699008,"R","92.1","90.9",,"87.6",,,"38.1","42.1",
"Weathers, Ryan",677960,"L","92.1","92.7",,"61.6",,,"22","41.6",
"Helsley, Ryan",664854,"R","92.1",,,,"88","61.4","24.6",,
"Santillan, Tony",663574,"R","92.1",,,,,,"38.6",,"43.8"
"Manfredi, Mark",815081,"L","92",,,"99.3",,,"25.9","37.2",
"Fisher, Braydon",680755,"R","92",,"66",,,"70.4","25.1",,
"Hentges, Sam",656529,"L","92","87.7",,,,"77.4","29.5",,
"deGrom, Jacob",594798,"R","91.9","87.5",,"88.3",,"62.8","35.5",,
"Suarez, Robert",663158,"R","91.9","95.1","74.6","94.6",,,,,
"Seymour, Ian",693855,"L","91.9","84.2","50.5","94.1",,"90.7","32.4","33.7",
"Newcomb, Sean",656794,"L","91.8","84.2","50.5","91.2",,"87.2",,,"64.8"
"Kirby, George",669923,"R","91.8","89","58.1","98.7","88.4","82.6",,"49.8",
"Sommers, Drew",805427,"L","91.8","87.2",,"81.9",,,"55.5",,
"Beeks, Jalen",656222,"L","91.7",,"28","90",,,,,
"Arrighetti, Spencer",681293,"R","91.7","95.2","54.4","93.1",,"79.9","34.9","54.7",
"Bigge, Hunter",685801,"R","91.7",,,,"63.5",,"32.7",,
"Messick, Parker",800048,"L","91.6","89.7","60.7","76.3",,"56.5","37.8",,
"Ribalta, Orlando",687377,"R","91.6","92.7",,"93.1",,,"24.1",,
"Griffin, Foster",656492,"L","91.5","85.9","52.8","89","13.5","79.4",,"55.7",
"Miller, Erik",669062,"L","91.5","90.8",,"99",,,"14.6",,
"Scherzer, Max",453286,"R","91.5",,"38.8","98.6",,"72.6","27.6",,
"Winn, Cole",668390,"R","91.4","85.9","49.7",,"87.4",,"26.5",,
"Cease, Dylan",656302,"R","91.3","85.2",,"92.2",,"71","27.3","60.9",
